file,source_path,bad_channels.bad_channels,bad_channels.n_bad,bad_channels.rate,epoch_rejection.n_total,epoch_rejection.n_rejected,epoch_rejection.rejection_rate,ica_components.n_components,ica_components.excluded,ica_components.n_excluded,ica_components.exclusion_rate,line_noise_50hz,signal_quality.rms,signal_quality.rms_per_channel_mean,signal_quality.rms_per_channel_std,signal_quality.mean,signal_quality.std,signal_quality.kurtosis,psd.delta,psd.theta,psd.alpha,psd.beta,psd.gamma,snr
sub-0001_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0001/ses-01/eeg/sub-0001_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.00018860751032127897,1.3547091152246937e-05,1.121152197549742e-05,7.604304943926541e-06,-9.261144340626639e-09,1.3547087986666829e-05,144.65971968701078,0.06827854707681029,0.015672854411940888,0.019024131467640547,0.002910289939212966,0.0027559948553569176,1059060393.3764051
sub-0001_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0001/ses-01/eeg/sub-0001_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.00022380236660405765,2.3068353128707848e-05,1.6555948443311247e-05,1.6063918800005966e-05,-1.0795291971647576e-08,2.306835060277255e-05,231.05270872024502,0.2946226971108186,0.03108911503661599,0.0079545320071754,0.004969577231180338,0.005336339254562299,1424670125.7705057
sub-0001_ses-01_task-vep_acq-cinetique_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0001/ses-01/eeg/sub-0001_ses-01_task-vep_acq-cinetique_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.022485975033558606,2.682163671137268e-05,1.9159873612353503e-05,1.8769641420003065e-05,5.503240484944389e-10,2.6821636705726933e-05,557.223998074195,0.9027792338449322,0.11514800646150504,0.02568695954622023,0.01892898195800339,0.022390885825449836,1863939468.5146658
sub-0002_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0002/ses-01/eeg/sub-0002_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.0010672378457412474,1.6299612577716187e-05,1.502021472013797e-05,6.3301279564156e-06,-1.482503890650759e-08,1.62996058357822e-05,31.019841535280584,0.04866727290611602,0.026111010278698273,0.09601828375903618,0.00831595874235492,0.004604721570932325,1681051744.0313728
sub-0002_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0002/ses-01/eeg/sub-0002_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.0002385231264128755,2.1736402449723046e-05,1.9249863114237723e-05,1.0095244501221153e-05,-1.510988373352578e-08,2.1736397197965894e-05,126.37033236333869,0.17371148978977452,0.028317050086043506,0.039600821616085004,0.012020343629843996,0.01357279528725588,1436539931.5353637
sub-0004_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0004/ses-01/eeg/sub-0004_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.0030493557717958582,1.2944586660050368e-05,1.181203383466102e-05,5.295109110148457e-06,-2.1642972809608264e-08,1.2944568566826856e-05,2.1987977200644764,0.028613896054319386,0.017023479139540238,0.06881115666819303,0.004430576395891294,0.0017838940444988706,776227596.5489004
sub-0004_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0004/ses-01/eeg/sub-0004_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.000834879457531106,1.1594851402139606e-05,1.0471673324251598e-05,4.978417100631108e-06,1.3706911661929512e-08,1.1594843300289638e-05,31.26750477646393,0.07282522555912999,0.016404797280256213,0.010501735045620407,0.003824948363942408,0.002210548826684246,356571060.9777826
sub-0005_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0005/ses-01/eeg/sub-0005_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.0009006687778881391,1.0361529117043809e-05,9.959708770308104e-06,2.8575316015740752e-06,-5.250855230605373e-09,1.0361527786570183e-05,5.343704351974859,0.038194014642389584,0.02013839682508546,0.020766865650636422,0.00321333406604886,0.0009397082548718785,1404235787.2229166
sub-0005_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0005/ses-01/eeg/sub-0005_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.008173702350294394,8.7501819608597e-06,8.392865121365645e-06,2.4749746266817655e-06,5.572040488361983e-09,8.750180186745832e-06,29.468131193301957,0.02817997698917322,0.0073248999593567,0.015543673130961104,0.0024361820684467386,0.0009576539970987173,377733222.8757108
sub-0007_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0007/ses-01/eeg/sub-0007_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.0060693243273687155,1.184762968338562e-05,8.971547980887272e-06,7.738065387503364e-06,3.0325677366346044e-09,1.1847629295271395e-05,2005.1339085200402,0.04504756231844164,0.005997551042247733,0.006216178622860333,0.0017746444755845025,0.0006868903505271224,437097251.1310472
