file,source_path,bad_channels.bad_channels,bad_channels.n_bad,bad_channels.rate,epoch_rejection.n_total,epoch_rejection.n_rejected,epoch_rejection.rejection_rate,ica_components.n_components,ica_components.excluded,ica_components.n_excluded,ica_components.exclusion_rate,line_noise_50hz,signal_quality.rms,signal_quality.rms_per_channel_mean,signal_quality.rms_per_channel_std,signal_quality.mean,signal_quality.std,signal_quality.kurtosis,psd.delta,psd.theta,psd.alpha,psd.beta,psd.gamma,snr,error
sub-0008_ses-01_task-vep_acq-statique_run-OD2_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0008/ses-01/eeg/Baseline_statique_OD2.vmrk'
sub-0008_ses-01_task-vep_acq-statique_run-OG1_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0008/ses-01/eeg/Baseline_statique_OG1.vmrk'
sub-0008_ses-01_task-vep_acq-statique_run-OG2_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0008/ses-01/eeg/Baseline_statique_OG2.vmrk'
sub-0009_ses-01_task-rest_acq-EC_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0009/ses-01/eeg/Baseline_restingstate_EC.vmrk'
sub-0009_ses-01_task-rest_acq-EC_run-1_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0009/ses-01/eeg/sub-0009_ses-01_task-rest_acq-EC_run-1_eeg.vhdr,,0,0.0,,,,,,,,2.3374146969715572,3.3609016595767955e-05,3.1599642851849003e-05,1.1446771080535966e-05,9.93290891934843e-06,3.210768314491929e-05,9.24180332562083,0.035887035822882496,0.014284040109731388,0.01608749577447736,0.0033165313994796986,0.001761409343286679,127.24829887648664,
sub-0009_ses-01_task-rest_acq-EO_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0009/ses-01/eeg/Baseline_restingstate_EO.vmrk'
sub-0009_ses-01_task-rest_acq-EO_run-1_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0009/ses-01/eeg/sub-0009_ses-01_task-rest_acq-EO_run-1_eeg.vhdr,,0,0.0,,,,,,,,0.9603189768148743,5.318428139027568e-05,4.3355740839563335e-05,3.0803368699748476e-05,2.051992167397902e-05,4.906628783078857e-05,21.662012385861107,0.24617229117256748,0.04438774149886938,0.012727717615279894,0.004127173593035575,0.003428659856529133,114.12518045469832,
sub-0009_ses-01_task-vep_acq-cinetique_run-1_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0009/ses-01/eeg/sub-0009_ses-01_task-vep_acq-cinetique_run-1_eeg.vhdr,,0,0.0,,,,,,,,184.48224331018193,0.00015109440481184168,9.655517044919627e-05,0.0001162179772022011,1.1234153542843692e-05,0.00015067618577472853,216.4503432071925,0.4879140590535101,0.06661634325968248,0.03605192890246286,0.07075974670975527,0.06347846382572861,85.71243469530874,
sub-0009_ses-01_task-vep_acq-cinetique_run-2_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0009/ses-01/eeg/sub-0009_ses-01_task-vep_acq-cinetique_run-2_eeg.vhdr,,0,0.0,,,,,,,,12111.746489148787,0.0001441408237461912,7.812579996491038e-05,0.00012113189691436921,1.572881167684327e-05,0.00014328008079794258,172.33410045316612,0.5487406558998162,0.07959920361480993,0.045881053713961006,0.09892710815421787,0.09528702198349777,38.18364327076921,
sub-0009_ses-01_task-vep_acq-statique_run-OD1_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0009/ses-01/eeg/Baseline_statique_OD1.vmrk'
sub-0009_ses-01_task-vep_acq-statique_run-OD2_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0009/ses-01/eeg/Baseline_statique_OD2.vmrk'
sub-0009_ses-01_task-vep_acq-statique_run-OG1_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0009/ses-01/eeg/Baseline_statique_OG1.vmrk'
sub-0009_ses-01_task-vep_acq-statique_run-OG2_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0009/ses-01/eeg/Baseline_statique_OG2.vmrk'
